/Q2 (VDDL=0.4) X,/Q2 (VDDL=0.4) Y,/Q2 (VDDL=0.425) X,/Q2 (VDDL=0.425) Y,/Q2 (VDDL=0.45) X,/Q2 (VDDL=0.45) Y,/Q2 (VDDL=0.475) X,/Q2 (VDDL=0.475) Y,/Q2 (VDDL=0.5) X,/Q2 (VDDL=0.5) Y,/Q2 (VDDL=0.525) X,/Q2 (VDDL=0.525) Y,/Q2 (VDDL=0.55) X,/Q2 (VDDL=0.55) Y,/Q2 (VDDL=0.575) X,/Q2 (VDDL=0.575) Y,/Q2 (VDDL=0.6) X,/Q2 (VDDL=0.6) Y,/Q2 (VDDL=0.625) X,/Q2 (VDDL=0.625) Y,/Q2 (VDDL=0.65) X,/Q2 (VDDL=0.65) Y,/Q2 (VDDL=0.675) X,/Q2 (VDDL=0.675) Y,/Q2 (VDDL=0.7) X,/Q2 (VDDL=0.7) Y,/Q2 (VDDL=0.725) X,/Q2 (VDDL=0.725) Y,/Q2 (VDDL=0.75) X,/Q2 (VDDL=0.75) Y,/Q2 (VDDL=0.775) X,/Q2 (VDDL=0.775) Y,/Q2 (VDDL=0.8) X,/Q2 (VDDL=0.8) Y,/Q2 (VDDL=0.825) X,/Q2 (VDDL=0.825) Y,/Q2 (VDDL=0.85) X,/Q2 (VDDL=0.85) Y,/Q2 (VDDL=0.875) X,/Q2 (VDDL=0.875) Y,/Q2 (VDDL=0.9) X,/Q2 (VDDL=0.9) Y
0,0.8999903579378111,0,0.8999905296692452,0,0.8999906852748852,0,0.8999908260043483,0,0.8999909530330501,0,0.8999910674656666,0,0.899991170339395,0,0.899991262627084,0,0.8999913454212821,0,0.8999914190325364,0,0.8999914848024371,0,0.8999915432978712,0,0.8999915952211244,0,0.8999916412374368,0,0.8999916819923891,0,0.8999917181565825,0,0.8999917505667593,0,0.8999917807337824,0,0.8999918123922003,0,0.8999918526845112,0,0.8999919074235362
0.018,0.8999850919812331,0.018,0.899985270180104,0.018,0.8999854316458213,0.018,0.8999855776750741,0.018,0.8999857094875537,0.018,0.8999858282295473,0.018,0.8999859349773204,0.018,0.8999860307403657,0.018,0.8999861164646007,0.018,0.8999861930356221,0.018,0.8999862612822001,0.018,0.8999863219803588,0.018,0.8999863758588371,0.018,0.8999864236079353,0.018,0.8999864658975592,0.018,0.8999865034235934,0.018,0.8999865370543787,0.018,0.8999865683579745,0.018,0.8999866012103853,0.018,0.8999866430237174,0.018,0.899986699664617
0.036,0.8999764212523822,0.036,0.8999766067300271,0.036,0.8999767747909305,0.036,0.8999769267847642,0.036,0.8999770639810558,0.036,0.8999771875729283,0.036,0.8999772986806215,0.036,0.8999773983548736,0.036,0.8999774875802492,0.036,0.8999775672785277,0.036,0.8999776383123396,0.036,0.899977701489415,0.036,0.8999777575682681,0.036,0.8999778072674076,0.036,0.8999778512841232,0.036,0.8999778903427738,0.036,0.8999779253473172,0.036,0.8999779579303737,0.036,0.8999779921276658,0.036,0.8999780356551247,0.036,0.8999780946174853
0.05400000000000001,0.8999621035637304,0.05400000000000001,0.8999622972700648,0.05400000000000001,0.899962472786796,0.05400000000000001,0.8999626315235042,0.05400000000000001,0.8999627748060671,0.05400000000000001,0.8999629038805645,0.05400000000000001,0.8999630199169574,0.05400000000000001,0.8999631240126189,0.05400000000000001,0.8999632171958111,0.05400000000000001,0.8999633004292232,0.05400000000000001,0.8999633746137706,0.05400000000000001,0.8999634405930327,0.05400000000000001,0.8999634991591899,0.05400000000000001,0.8999635510626487,0.05400000000000001,0.8999635970316699,0.05400000000000001,0.8999636378228346,0.05400000000000001,0.8999636743804619,0.05400000000000001,0.8999637084104868,0.05400000000000001,0.8999637441300933,0.05400000000000001,0.8999637895993727,0.05400000000000001,0.8999638511912472
0.07200000000000001,0.899938406070296,0.07200000000000001,0.8999386091257341,0.07200000000000001,0.8999387931133664,0.07200000000000001,0.8999389595108584,0.07200000000000001,0.8999391097081267,0.07200000000000001,0.8999392450114345,0.07200000000000001,0.8999393666472472,0.07200000000000001,0.8999394757659354,0.07200000000000001,0.8999395734454189,0.07200000000000001,0.8999396606948776,0.07200000000000001,0.8999397384587338,0.07200000000000001,0.8999398076213059,0.07200000000000001,0.8999398690130352,0.07200000000000001,0.8999399234205819,0.07200000000000001,0.8999399716074197,0.07200000000000001,0.8999400143667942,0.07200000000000001,0.8999400526890491,0.07200000000000001,0.8999400883639934,0.07200000000000001,0.8999401258165532,0.07200000000000001,0.8999401734990368,0.07200000000000001,0.8999402380873893
0.09000000000000001,0.8998991117750249,0.09000000000000001,0.8998993255119804,0.09000000000000001,0.899899519177578,0.09000000000000001,0.8998996943273049,0.09000000000000001,0.8998998524242739,0.09000000000000001,0.8998999948435356,0.09000000000000001,0.899900122876137,0.09000000000000001,0.8999002377330205,0.09000000000000001,0.8999003405488605,0.09000000000000001,0.8999004323859704,0.09000000000000001,0.899900514238496,0.09000000000000001,0.8999005870373171,0.09000000000000001,0.8999006516566065,0.09000000000000001,0.8999007089244683,0.09000000000000001,0.8999007596446491,0.09000000000000001,0.8999008046523834,0.09000000000000001,0.8999008449908941,0.09000000000000001,0.8999008825468329,0.09000000000000001,0.8999009219852453,0.09000000000000001,0.8999009722086484,0.09000000000000001,0.8999010402363157
0.108,0.8998338691611096,0.108,0.8998340951788862,0.108,0.8998342999711594,0.108,0.8998344851829487,0.108,0.8998346523615761,0.108,0.899834802961226,0.108,0.8998349383472392,0.108,0.8998350598002373,0.108,0.8998351685201809,0.108,0.8998352656305033,0.108,0.8998353521825477,0.108,0.8998354291607547,0.108,0.8998354974896071,0.108,0.8998355580449008,0.108,0.8998356116767592,0.108,0.8998356592688669,0.108,0.8998357019257678,0.108,0.8998357416472591,0.108,0.899835783379365,0.108,0.8998358365458964,0.108,0.8998359085559781
0.126,0.8997254609102584,0.126,0.8997257011492378,0.126,0.8997259188256163,0.126,0.8997261156881972,0.126,0.8997262933819108,0.126,0.8997264534526633,0.126,0.8997265973519034,0.126,0.8997267264410086,0.126,0.8997268419956014,0.126,0.899726945209947,0.126,0.899727037201674,0.126,0.8997271190172969,0.126,0.8997271916396131,0.126,0.8997272559997201,0.126,0.899727313001578,0.126,0.8997273635852886,0.126,0.8997274089273442,0.126,0.8997274511617896,0.126,0.8997274955687747,0.126,0.8997275521822318,0.126,0.8997276288546796
0.144,0.8995453051174739,0.144,0.8995455619621557,0.144,0.8995457946818827,0.144,0.8995460051468307,0.144,0.8995461951160726,0.144,0.8995463662427661,0.144,0.8995465200790407,0.144,0.8995466580806902,0.144,0.8995467816117945,0.144,0.8995468919494243,0.144,0.8995469902886994,0.144,0.8995470777487056,0.144,0.8995471553804318,0.144,0.8995472241796841,0.144,0.899547285113524,0.144,0.8995473391884924,0.144,0.8995473876667897,0.144,0.8995474328450462,0.144,0.8995474804092902,0.144,0.8995475411172033,0.144,0.8995476233265149
0.162,0.8992460798113601,0.162,0.8992463562384915,0.162,0.8992466066963405,0.162,0.8992468331985484,0.162,0.8992470376390935,0.162,0.8992472217978813,0.162,0.8992473873460114,0.162,0.8992475358508363,0.162,0.8992476687809423,0.162,0.8992477875112266,0.162,0.8992478933283541,0.162,0.8992479874371524,0.162,0.8992480709692056,0.162,0.8992481449968694,0.162,0.8992482105620517,0.162,0.8992482687506689,0.162,0.8992483209290955,0.162,0.8992483695963625,0.162,0.899248420945663,0.162,0.8992484866078592,0.162,0.8992485755195672
0.18,0.8987496680155986,0.18,0.8987499678164319,0.18,0.8987502394431517,0.18,0.898750485081245,0.18,0.8987507067862571,0.18,0.8987509064898678,0.18,0.8987510860056159,0.18,0.8987512470344,0.18,0.8987513911698963,0.18,0.8987515199040846,0.18,0.8987516346331943,0.18,0.8987517366646872,0.18,0.8987518272266705,0.18,0.8987519074833148,0.18,0.8987519785666609,0.18,0.8987520416592708,0.18,0.8987520982576448,0.18,0.898752151122286,0.18,0.8987522071041048,0.18,0.898752278909757,0.18,0.8987523761535043
0.1980000000000001,0.897927411378486,0.1980000000000001,0.8979277395100705,0.1980000000000001,0.89792803678889,0.1980000000000001,0.8979283056098191,0.1980000000000001,0.8979285482252211,0.1980000000000001,0.8979287667516218,0.1980000000000001,0.8979289631759985,0.1980000000000001,0.8979291393618253,0.1980000000000001,0.8979292970550321,0.1980000000000001,0.8979294378900882,0.1980000000000001,0.8979295633965617,0.1980000000000001,0.8979296750068488,0.1980000000000001,0.8979297740666488,0.1980000000000001,0.8979298618522426,0.1980000000000001,0.8979299396064163,0.1980000000000001,0.8979300086324885,0.1980000000000001,0.897930070595755,0.1980000000000001,0.8979301286117249,0.1980000000000001,0.8979301904261808,0.1980000000000001,0.8979302701044807,0.1980000000000001,0.897930378111784
0.2160000000000001,0.8965673251529502,0.2160000000000001,0.8965676883289395,0.2160000000000001,0.8965680173273688,0.2160000000000001,0.896568314804127,0.2160000000000001,0.8965685832568409,0.2160000000000001,0.8965688250323033,0.2160000000000001,0.8965690423334772,0.2160000000000001,0.8965692372262336,0.2160000000000001,0.8965694116459991,0.2160000000000001,0.8965695674045563,0.2160000000000001,0.8965697061973998,0.2160000000000001,0.8965698296124548,0.2160000000000001,0.8965699391419977,0.2160000000000001,0.8965700362025556,0.2160000000000001,0.896570122176807,0.2160000000000001,0.896570198524574,0.2160000000000001,0.8965702671420789,0.2160000000000001,0.8965703316599914,0.2160000000000001,0.8965704011173439,0.2160000000000001,0.8965704913404311,0.2160000000000001,0.8965706140747248
0.2340000000000001,0.8943177693504156,0.2340000000000001,0.8943181771114369,0.2340000000000001,0.8943185464439065,0.2340000000000001,0.8943188803395107,0.2340000000000001,0.8943191816112571,0.2340000000000001,0.8943194529018942,0.2340000000000001,0.8943196966918562,0.2340000000000001,0.8943199153069151,0.2340000000000001,0.8943201109257446,0.2340000000000001,0.8943202855876833,0.2340000000000001,0.8943204412011792,0.2340000000000001,0.8943205795538975,0.2340000000000001,0.8943207023267552,0.2340000000000001,0.8943208111178121,0.2340000000000001,0.8943209074936549,0.2340000000000001,0.8943209931281875,0.2340000000000001,0.8943210702588106,0.2340000000000001,0.8943211433336324,0.2340000000000001,0.8943212234031457,0.2340000000000001,0.894321328615484,0.2340000000000001,0.8943214733588045
0.2520000000000001,0.8905839381271798,0.2520000000000001,0.8905844049690064,0.2520000000000001,0.8905848277093749,0.2520000000000001,0.8905852097920181,0.2520000000000001,0.8905855544542197,0.2520000000000001,0.8905858647366047,0.2520000000000001,0.8905861434923927,0.2520000000000001,0.8905863933963283,0.2520000000000001,0.8905866169535382,0.2520000000000001,0.8905868165086737,0.2520000000000001,0.8905869942559567,0.2520000000000001,0.8905871522514148,0.2520000000000001,0.8905872924303221,0.2520000000000001,0.8905874166378984,0.2520000000000001,0.8905875266976701,0.2520000000000001,0.8905876246020883,0.2520000000000001,0.8905877131541693,0.2520000000000001,0.8905877982673972,0.2520000000000001,0.8905878943989167,0.2520000000000001,0.8905880226900589,0.2520000000000001,0.8905882051396184
0.2700000000000001,0.8843147533457788,0.2700000000000001,0.8843153035179342,0.2700000000000001,0.8843158015087647,0.2700000000000001,0.8843162514136473,0.2700000000000001,0.8843166570809139,0.2700000000000001,0.8843170221236956,0.2700000000000001,0.8843173499311494,0.2700000000000001,0.8843176436793342,0.2700000000000001,0.8843179063420636,0.2700000000000001,0.8843181407022285,0.2700000000000001,0.8843183493644794,0.2700000000000001,0.8843185347711719,0.2700000000000001,0.8843186992261908,0.2700000000000001,0.8843188449393491,0.2700000000000001,0.8843189741311193,0.2700000000000001,0.8843190893400965,0.2700000000000001,0.8843191944941899,0.2700000000000001,0.8843192986222655,0.2700000000000001,0.8843194224606237,0.2700000000000001,0.8843195903383256,0.2700000000000001,0.884319852317053
0.2880000000000001,0.873479644908719,0.2880000000000001,0.8734803254520971,0.2880000000000001,0.873480941004588,0.2880000000000001,0.8734814967116261,0.2880000000000001,0.8734819974049768,0.2880000000000001,0.8734824476180783,0.2880000000000001,0.8734828516006579,0.2880000000000001,0.8734832133329991,0.2880000000000001,0.8734835365403611,0.2880000000000001,0.8734838247083633,0.2880000000000001,0.8734840811009092,0.2880000000000001,0.8734843087842029,0.2880000000000001,0.8734845106659374,0.2880000000000001,0.8734846895759925,0.2880000000000001,0.8734848484759544,0.2880000000000001,0.8734849911265036,0.2880000000000001,0.8734851244971195,0.2880000000000001,0.8734852659866867,0.2880000000000001,0.8734854480487532,0.2880000000000001,0.873485694878009,0.2880000000000001,0.8734861855783582
0.3060000000000002,0.8531947172969435,0.3060000000000002,0.8531956508717866,0.3060000000000002,0.853196494132431,0.3060000000000002,0.8531972543482668,0.3060000000000002,0.8531979383369741,0.3060000000000002,0.8531985524875719,0.3060000000000002,0.8531991027826437,0.3060000000000002,0.8531995948204731,0.3060000000000002,0.853200033838212,0.3060000000000002,0.8532004247381769,0.3060000000000002,0.8532007721218655,0.3060000000000002,0.8532010803431426,0.3060000000000002,0.8532013536130685,0.3060000000000002,0.8532015962614854,0.3060000000000002,0.8532018135438031,0.3060000000000002,0.853202014523445,0.3060000000000002,0.853202221366582,0.3060000000000002,0.8532024797948844,0.3060000000000002,0.8532028317384162,0.3060000000000002,0.8532034586407707,0.3060000000000002,0.8532049432723383
0.3240000000000002,0.8066964227111768,0.3240000000000002,0.8066980536932323,0.3240000000000002,0.8066995222356699,0.3240000000000002,0.8067008419172899,0.3240000000000002,0.8067020254405279,0.3240000000000002,0.8067030846824748,0.3240000000000002,0.8067040307469308,0.3240000000000002,0.8067048740216858,0.3240000000000002,0.8067056242498488,0.3240000000000002,0.8067062906367543,0.3240000000000002,0.8067068820521023,0.3240000000000002,0.8067074075165869,0.3240000000000002,0.8067078776595719,0.3240000000000002,0.8067083098586304,0.3240000000000002,0.8067087456359918,0.3240000000000002,0.8067092771979208,0.3240000000000002,0.8067100032531762,0.3240000000000002,0.8067111941920504,0.3240000000000002,0.8067140233188876,0.3240000000000002,0.8067203033514594,0.3240000000000002,0.80673429614957
0.3420000000000002,0.6979151896880613,0.3420000000000002,0.6979169784822595,0.3420000000000002,0.6979185771192906,0.3420000000000002,0.6979200031226526,0.3420000000000002,0.6979212728963997,0.3420000000000002,0.6979224019091271,0.3420000000000002,0.697923405015762,0.3420000000000002,0.6979242971719408,0.3420000000000002,0.6979250954088713,0.3420000000000002,0.6979258254195568,0.3420000000000002,0.6979265459996622,0.3420000000000002,0.6979274202618726,0.3420000000000002,0.6975241523092383,0.3420000000000002,0.6975271050924415,0.3420000000000002,0.697533857612571,0.3420000000000002,0.6975486915345164,0.3420000000000002,0.6975816370127913,0.3420000000000002,0.6976546216686761,0.3420000000000002,0.6978138659958969,0.3420000000000002,0.6981532077826441,0.3420000000000002,0.6988515161892747
0.3600000000000002,0.5599029041962716,0.3600000000000002,0.5599040818364337,0.3600000000000002,0.5599051391778609,0.3600000000000002,0.5599061110566925,0.3600000000000002,0.559907079677935,0.3600000000000002,0.5599082451805562,0.3600000000000002,0.5599098615062852,0.3600000000000002,0.5599122776521654,0.3600000000000002,0.5599179919359529,0.3600000000000002,0.5599304933058461,0.3600000000000002,0.5599578301018776,0.3600000000000002,0.560017074760414,0.3600000000000002,0.5601519512923653,0.3600000000000002,0.5604399248986189,0.3600000000000002,0.5610358039754393,0.3600000000000002,0.5622125130860413,0.3600000000000002,0.5643843515174576,0.3600000000000002,0.5680502522556815,0.3600000000000002,0.5736336255369633,0.3600000000000002,0.5813210832808193,0.3600000000000002,0.5910328647362918
0.3780000000000002,0.415812606718147,0.3780000000000002,0.4158153553508873,0.3780000000000002,0.4158214393285478,0.3780000000000002,0.4158347843908817,0.3780000000000002,0.4158636121847969,0.3780000000000002,0.4159265408203588,0.3780000000000002,0.4160628810902554,0.3780000000000002,0.4163524494027718,0.3780000000000002,0.4169487094915311,0.3780000000000002,0.4181198920241155,0.3780000000000002,0.420275311547865,0.3780000000000002,0.4239034529563002,0.3780000000000002,0.4294237476025852,0.3780000000000002,0.4370222626593764,0.3780000000000002,0.4466547881177971,0.3780000000000002,0.4580728631711568,0.3780000000000002,0.4710044696641266,0.3780000000000002,0.4851847637446824,0.3780000000000002,0.5003889899009969,0.3780000000000002,0.5164356301256026,0.3780000000000002,0.5331504784074825
0.3960000000000002,0.2744086127902561,0.3960000000000002,0.274673915155626,0.3960000000000002,0.2752190235219367,0.3960000000000002,0.2762914261357208,0.3960000000000002,0.2782726977087552,0.3960000000000002,0.2816385673691201,0.3960000000000002,0.2868196705509754,0.3960000000000002,0.2940364813183298,0.3960000000000002,0.3032976574515969,0.3960000000000002,0.3143634422447784,0.3960000000000002,0.3269770806136266,0.3960000000000002,0.3408738790839558,0.3960000000000002,0.3558252147341076,0.3960000000000002,0.3716447214653959,0.3960000000000002,0.3881843086257145,0.3960000000000002,0.4053100934052002,0.3960000000000002,0.4229730168529555,0.3960000000000002,0.4410677498146545,0.3960000000000002,0.4595380379454778,0.3960000000000002,0.4783371576262496,0.3960000000000002,0.4974262886168866
0.4140000000000003,0.1555271754548589,0.4140000000000003,0.1607969570657593,0.4140000000000003,0.1680972110852817,0.4140000000000003,0.1774056809632759,0.4140000000000003,0.1885224449680123,0.4140000000000003,0.2011793430032316,0.4140000000000003,0.2151121500270471,0.4140000000000003,0.2300921881863628,0.4140000000000003,0.2459331414763397,0.4140000000000003,0.2624870229137934,0.4140000000000003,0.2796296469403208,0.4140000000000003,0.2972878965459529,0.4140000000000003,0.3153747608957073,0.4140000000000003,0.3338327352887105,0.4140000000000003,0.3526147837889143,0.4140000000000003,0.3716822195571468,0.4140000000000003,0.3910029842854447,0.4140000000000003,0.4105503011002004,0.4140000000000003,0.4303016094330192,0.4140000000000003,0.4502377452023716,0.4140000000000003,0.4702978528398536
0.4320000000000003,0.09275503998444889,0.4320000000000003,0.1027949622199326,0.4320000000000003,0.1147986655925437,0.4320000000000003,0.1284482504187003,0.4320000000000003,0.1434028348603665,0.4320000000000003,0.1593698782684942,0.4320000000000003,0.1761253122438187,0.4320000000000003,0.1935126101260443,0.4320000000000003,0.2114118357452906,0.4320000000000003,0.2297370486630273,0.4320000000000003,0.2484230598407412,0.4320000000000003,0.2674192814297073,0.4320000000000003,0.2866856619754921,0.4320000000000003,0.3061899362516675,0.4320000000000003,0.3259057192321909,0.4320000000000003,0.3458111489550191,0.4320000000000003,0.3658878986241986,0.4320000000000003,0.3860976770111553,0.4320000000000003,0.4064772040490661,0.4320000000000003,0.4269868132901215,0.4320000000000003,0.4476169067384061
0.4500000000000003,0.06416175288662801,0.4500000000000003,0.07431070127634881,0.4500000000000003,0.08637762623968943,0.4500000000000003,0.1001938240977489,0.4500000000000003,0.1155055142007951,0.4500000000000003,0.1320053534540405,0.4500000000000003,0.1493984790373886,0.4500000000000003,0.1674542553377432,0.4500000000000003,0.1860128129006256,0.4500000000000003,0.2049669031689806,0.4500000000000003,0.2242430205058548,0.4500000000000003,0.2437887180181636,0.4500000000000003,0.2635650478953259,0.4500000000000003,0.2835420946069209,0.4500000000000003,0.3036962461465426,0.4500000000000003,0.3239978672419166,0.4500000000000003,0.344454307925133,0.4500000000000003,0.3650397692549956,0.4500000000000003,0.3857432052630789,0.4500000000000003,0.4065552958802073,0.4500000000000003,0.4274687100720168
