/QB_1 (VDDL=0.4) X,/QB_1 (VDDL=0.4) Y,/QB_1 (VDDL=0.425) X,/QB_1 (VDDL=0.425) Y,/QB_1 (VDDL=0.45) X,/QB_1 (VDDL=0.45) Y,/QB_1 (VDDL=0.475) X,/QB_1 (VDDL=0.475) Y,/QB_1 (VDDL=0.5) X,/QB_1 (VDDL=0.5) Y,/QB_1 (VDDL=0.525) X,/QB_1 (VDDL=0.525) Y,/QB_1 (VDDL=0.55) X,/QB_1 (VDDL=0.55) Y,/QB_1 (VDDL=0.575) X,/QB_1 (VDDL=0.575) Y,/QB_1 (VDDL=0.6) X,/QB_1 (VDDL=0.6) Y,/QB_1 (VDDL=0.625) X,/QB_1 (VDDL=0.625) Y,/QB_1 (VDDL=0.65) X,/QB_1 (VDDL=0.65) Y,/QB_1 (VDDL=0.675) X,/QB_1 (VDDL=0.675) Y,/QB_1 (VDDL=0.7) X,/QB_1 (VDDL=0.7) Y,/QB_1 (VDDL=0.725) X,/QB_1 (VDDL=0.725) Y,/QB_1 (VDDL=0.75) X,/QB_1 (VDDL=0.75) Y,/QB_1 (VDDL=0.775) X,/QB_1 (VDDL=0.775) Y,/QB_1 (VDDL=0.8) X,/QB_1 (VDDL=0.8) Y,/QB_1 (VDDL=0.825) X,/QB_1 (VDDL=0.825) Y,/QB_1 (VDDL=0.85) X,/QB_1 (VDDL=0.85) Y,/QB_1 (VDDL=0.875) X,/QB_1 (VDDL=0.875) Y,/QB_1 (VDDL=0.9) X,/QB_1 (VDDL=0.9) Y
0.4680000000000003,0.02307883160698969,0.4680000000000003,0.02307909006473847,0.4680000000000003,0.02307936576178033,0.4680000000000003,0.02307965980337349,0.4680000000000003,0.02307997335217311,0.4680000000000003,0.02308030760409011,0.4680000000000003,0.02308066382887698,0.4680000000000003,0.02308104335966305,0.4680000000000003,0.02308144759680595,0.4680000000000003,0.02308187801176338,0.4680000000000003,0.0230823361507928,0.4680000000000003,0.02308282363797924,0.4680000000000003,0.02308334218182307,0.4680000000000003,0.02308389357586191,0.4680000000000003,0.02308447970502182,0.4680000000000003,0.02308510254959998,0.4680000000000003,0.02308576418990719,0.4680000000000003,0.0230864668111156,0.4680000000000003,0.02308721270832352,0.4680000000000003,0.02308800429185041,0.4680000000000003,0.02308884409278171
0.4860000000000003,0.01408300953513946,0.4860000000000003,0.01408327612069103,0.4860000000000003,0.01408356023383659,0.4860000000000003,0.01408386297307982,0.4860000000000003,0.01408418549901239,0.4860000000000003,0.01408452901754259,0.4860000000000003,0.01408489478607524,0.4860000000000003,0.01408528413221513,0.4860000000000003,0.01408569844913596,0.4860000000000003,0.01408613919922598,0.4860000000000003,0.01408660791778227,0.4860000000000003,0.01408710621602566,0.4860000000000003,0.0140876357871373,0.4860000000000003,0.01408819840716932,0.4860000000000003,0.01408879594088948,0.4860000000000003,0.0140894303456071,0.4860000000000003,0.01409010367557452,0.4860000000000003,0.01409081808658097,0.4860000000000003,0.01409157584074429,0.4860000000000003,0.01409237931151477,0.4860000000000003,0.01409323098890103
0.5040000000000003,0.00865514375870881,0.5040000000000003,0.0086554036733987,0.5040000000000003,0.008655680528855882,0.5040000000000003,0.008655975375953324,0.5040000000000003,0.008656289313801873,0.5040000000000003,0.008656623510392356,0.5040000000000003,0.008656979163569242,0.5040000000000003,0.008657357537379813,0.5040000000000003,0.008657759960921009,0.5040000000000003,0.00865818782851311,0.5040000000000003,0.008658642603102834,0.5040000000000003,0.008659125819178527,0.5040000000000003,0.008659639088232704,0.5040000000000003,0.008660184099855289,0.5040000000000003,0.008660762627017225,0.5040000000000003,0.008661376529650128,0.5040000000000003,0.008662027758727733,0.5040000000000003,0.008662718360520528,0.5040000000000003,0.008663450481031633,0.5040000000000003,0.008664226370623617,0.5040000000000003,0.008665048388849107
0.5220000000000004,0.005330333974729923,0.5220000000000004,0.005330580008807796,0.5220000000000004,0.005330841991427085,0.5220000000000004,0.005331120905594467,0.5220000000000004,0.005331417779167951,0.5220000000000004,0.005331733690505048,0.5220000000000004,0.005332069784279638,0.5220000000000004,0.005332427228890661,0.5220000000000004,0.005332807265224533,0.5220000000000004,0.005333211194863373,0.5220000000000004,0.005333640382986767,0.5220000000000004,0.005334096261077675,0.5220000000000004,0.005334580331763448,0.5220000000000004,0.005335094170094473,0.5220000000000004,0.005335639428243946,0.5220000000000004,0.005336217838829924,0.5220000000000004,0.005336831218661604,0.5220000000000004,0.005337481472642405,0.5220000000000004,0.005338170597834813,0.5220000000000004,0.005338900687700692,0.5220000000000004,0.005339673936523596
0.5400000000000004,0.003273194395729154,0.5400000000000004,0.003273423599292752,0.5400000000000004,0.003273667610240139,0.5400000000000004,0.003273927337549135,0.5400000000000004,0.003274203731803364,0.5400000000000004,0.003274497787626457,0.5400000000000004,0.003274810555627194,0.5400000000000004,0.003275143135498398,0.5400000000000004,0.003275496662723768,0.5400000000000004,0.003275872339223707,0.5400000000000004,0.003276271425618752,0.5400000000000004,0.003276695243552225,0.5400000000000004,0.003277145179930705,0.5400000000000004,0.003277622688321533,0.5400000000000004,0.003278129293108095,0.5400000000000004,0.003278666592558477,0.5400000000000004,0.00327923626225074,0.5400000000000004,0.003279840058637792,0.5400000000000004,0.003280479822764336,0.5400000000000004,0.00328115748413885,0.5400000000000004,0.003281875064772187
0.5580000000000004,0.002002622732700432,0.5580000000000004,0.002002834694633601,0.5580000000000004,0.002003060321545657,0.5580000000000004,0.002003300450134474,0.5580000000000004,0.002003555955557635,0.5580000000000004,0.002003827753441512,0.5580000000000004,0.002004116802806587,0.5580000000000004,0.002004424123810121,0.5580000000000004,0.00200475076687006,0.5580000000000004,0.00200509783102134,0.5580000000000004,0.002005466475614895,0.5580000000000004,0.002005857916122795,0.5580000000000004,0.002006273427790112,0.5580000000000004,0.002006714347113837,0.5580000000000004,0.002007182075507883,0.5580000000000004,0.002007678082127605,0.5580000000000004,0.002008203906990936,0.5580000000000004,0.002008761164233137,0.5580000000000004,0.002009351545502375,0.5580000000000004,0.002009976823501914,0.5580000000000004,0.002010638855680159
0.5760000000000004,0.001221248207014143,0.5760000000000004,0.001221443809988519,0.5760000000000004,0.001221652007176115,0.5760000000000004,0.001221873568470427,0.5760000000000004,0.001222109299250711,0.5760000000000004,0.001222360042241464,0.5760000000000004,0.001222626679659767,0.5760000000000004,0.001222910135719964,0.5760000000000004,0.001223211404701156,0.5760000000000004,0.001223531484405888,0.5760000000000004,0.001223871440492189,0.5760000000000004,0.001224232390760875,0.5760000000000004,0.001224615507850512,0.5760000000000004,0.001225022020752062,0.5760000000000004,0.001225453218062111,0.5760000000000004,0.00122591045059381,0.5760000000000004,0.001226395134219899,0.5760000000000004,0.001226908752836922,0.5760000000000004,0.001227452861465056,0.5760000000000004,0.001228029089492514,0.5760000000000004,0.001228639144059558
0.5940000000000004,0.0007430176397816509,0.5940000000000004,0.0007431983326857321,0.5940000000000004,0.0007433906507333378,0.5940000000000004,0.0007435953038666466,0.5940000000000004,0.0007438130347907231,0.5940000000000004,0.0007440446207968328,0.5940000000000004,0.0007442908755047098,0.5940000000000004,0.0007445526512882708,0.5940000000000004,0.0007448308478831237,0.5940000000000004,0.0007451264177291276,0.5940000000000004,0.0007454403276714932,0.5940000000000004,0.0007457736079925453,0.5940000000000004,0.0007461273389594181,0.5940000000000004,0.0007465026539687423,0.5940000000000004,0.0007469007405585589,0.5940000000000004,0.0007473228437916868,0.5940000000000004,0.0007477702686856465,0.5940000000000004,0.0007482443829193165,0.5940000000000004,0.0007487466196576169,0.5940000000000004,0.0007492784805158304,0.5940000000000004,0.0007498415386696237
0.6120000000000004,0.0004515393093047097,0.6120000000000004,0.000451706705431944,0.6120000000000004,0.0004518848661606763,0.6120000000000004,0.0004520744484734363,0.6120000000000004,0.0004522761396826777,0.6120000000000004,0.0004524906592310538,0.6120000000000004,0.0004527187602240886,0.6120000000000004,0.0004529612313890012,0.6120000000000004,0.0004532188995614969,0.6120000000000004,0.0004534926456177483,0.6120000000000004,0.0004537833817702123,0.6120000000000004,0.0004540920498618738,0.6120000000000004,0.0004544196492124075,0.6120000000000004,0.0004547672282997621,0.6120000000000004,0.0004551358857771064,0.6120000000000004,0.0004555267734811297,0.6120000000000004,0.0004559410987356705,0.6120000000000004,0.0004563801268652354,0.6120000000000004,0.0004568451837839599,0.6120000000000004,0.0004573376586985148,0.6120000000000004,0.0004578590069550798
0.6300000000000004,0.0002744304791855365,0.6300000000000004,0.0002745861508983681,0.6300000000000004,0.0002747518305778538,0.6300000000000004,0.0002749281284728035,0.6300000000000004,0.0002751156834912275,0.6300000000000004,0.0002753151643245935,0.6300000000000004,0.0002755272710528755,0.6300000000000004,0.000275752736755387,0.6300000000000004,0.0002759923296264515,0.6300000000000004,0.0002762468554580051,0.6300000000000004,0.0002765171819558667,0.6300000000000004,0.0002768041829351979,0.6300000000000004,0.0002771087813395932,0.6300000000000004,0.0002774319512465248,0.6300000000000004,0.0002777747134974079,0.6300000000000004,0.0002781381383039121,0.6300000000000004,0.0002785233474412339,0.6300000000000004,0.000278931516617207,0.6300000000000004,0.0002793638778974359,0.6300000000000004,0.0002798217221953904,0.6300000000000004,0.0002803064018712875
0.6480000000000005,0.000167017842692364,0.6480000000000005,0.0001671632286383419,0.6480000000000005,0.0001673179595752837,0.6480000000000005,0.0001674826054923302,0.6480000000000005,0.0001676577626832315,0.6480000000000005,0.0001678440555920478,0.6480000000000005,0.0001680421376313186,0.6480000000000005,0.0001682526934757295,0.6480000000000005,0.0001684764402499188,0.6480000000000005,0.0001687141297454552,0.6480000000000005,0.0001689665527608884,0.6480000000000005,0.0001692345642941517,0.6480000000000005,0.0001695190065257579,0.6480000000000005,0.0001698207880754147,0.6480000000000005,0.0001701408622576742,0.6480000000000005,0.0001704802278543253,0.6480000000000005,0.0001708399319107114,0.6480000000000005,0.0001712210718243302,0.6480000000000005,0.0001716247976529887,0.6480000000000005,0.0001720523144675322,0.6480000000000005,0.0001725048847594699
0.6660000000000005,0.0001019253049153144,0.6660000000000005,0.0001020616782899896,0.6660000000000005,0.0001022068164834743,0.6660000000000005,0.000102361254019166,0.6660000000000005,0.0001025255500788998,0.6660000000000005,0.0001027002901413377,0.6660000000000005,0.0001028860873762586,0.6660000000000005,0.0001030835840110457,0.6660000000000005,0.0001032934523036011,0.6660000000000005,0.0001035163973337025,0.6660000000000005,0.0001037531582957308,0.6660000000000005,0.000104004522341628,0.6660000000000005,0.0001042713152397396,0.6660000000000005,0.0001045543704171814,0.6660000000000005,0.0001048545813840267,0.6660000000000005,0.000105172884693674,0.6660000000000005,0.000105510262103607,0.6660000000000005,0.0001058677425677414,0.6660000000000005,0.0001062464044309362,0.6660000000000005,0.0001066473776870848,0.6660000000000005,0.000107071846276137
0.6840000000000005,6.247222547970005e-05,0.6840000000000005,6.260069305716583e-05,0.6840000000000005,6.273741686796177e-05,0.6840000000000005,6.288290037237477e-05,0.6840000000000005,6.303767024706329e-05,0.6840000000000005,6.320227795086616e-05,0.6840000000000005,6.337730110878245e-05,0.6840000000000005,6.356334467479043e-05,0.6840000000000005,6.376104223519642e-05,0.6840000000000005,6.397105783688216e-05,0.6840000000000005,6.419408726447692e-05,0.6840000000000005,6.443086082243374e-05,0.6840000000000005,6.468216677067374e-05,0.6840000000000005,6.494880325255406e-05,0.6840000000000005,6.52315993443501e-05,0.6840000000000005,6.553143744658199e-05,0.6840000000000005,6.584924201364841e-05,0.6840000000000005,6.618598207506854e-05,0.6840000000000005,6.65426731552517e-05,0.6840000000000005,6.692037943425434e-05,0.6840000000000005,6.732021597225935e-05
0.7020000000000005,3.853630959677331e-05,0.7020000000000005,3.865782476762309e-05,0.7020000000000005,3.878714910940539e-05,0.7020000000000005,3.892475879240458e-05,0.7020000000000005,3.907115193579929e-05,0.7020000000000005,3.922685010133537e-05,0.7020000000000005,3.93923996580551e-05,0.7020000000000005,3.956837292754637e-05,0.7020000000000005,3.975536930798776e-05,0.7020000000000005,3.995401677081602e-05,0.7020000000000005,4.0164973705426e-05,0.7020000000000005,4.038893000773546e-05,0.7020000000000005,4.062660971139547e-05,0.7020000000000005,4.087880876058392e-05,0.7020000000000005,4.114629564761846e-05,0.7020000000000005,4.142990109604319e-05,0.7020000000000005,4.173050000906313e-05,0.7020000000000005,4.204900858201734e-05,0.7020000000000005,4.238638716320954e-05,0.7020000000000005,4.274364208911095e-05,0.7020000000000005,4.312182782657408e-05
0.7200000000000005,2.399075849831179e-05,0.7200000000000005,2.410613940511383e-05,0.7200000000000005,2.422893513855816e-05,0.7200000000000005,2.435959780519734e-05,0.7200000000000005,2.449860034336231e-05,0.7200000000000005,2.464643794681292e-05,0.7200000000000005,2.480362940082861e-05,0.7200000000000005,2.497071823302526e-05,0.7200000000000005,2.514827373125461e-05,0.7200000000000005,2.533689221582147e-05,0.7200000000000005,2.553719865405387e-05,0.7200000000000005,2.574984840358606e-05,0.7200000000000005,2.59755281928376e-05,0.7200000000000005,2.62149672751114e-05,0.7200000000000005,2.646894862768348e-05,0.7200000000000005,2.673823529423952e-05,0.7200000000000005,2.702365719383568e-05,0.7200000000000005,2.73260841905214e-05,0.7200000000000005,2.764642800338225e-05,0.7200000000000005,2.798564397493641e-05,0.7200000000000005,2.83447331099601e-05
0.7380000000000005,1.513184039353829e-05,0.7380000000000005,1.524178873571554e-05,0.7380000000000005,1.535880273182914e-05,0.7380000000000005,1.548331318594923e-05,0.7380000000000005,1.561577074566366e-05,0.7380000000000005,1.5756647259442e-05,0.7380000000000005,1.590643707544379e-05,0.7380000000000005,1.60656582033446e-05,0.7380000000000005,1.623485329154961e-05,0.7380000000000005,1.641459070074499e-05,0.7380000000000005,1.660546596050058e-05,0.7380000000000005,1.680810336086766e-05,0.7380000000000005,1.702315757915051e-05,0.7380000000000005,1.725131471615346e-05,0.7380000000000005,1.749331623233641e-05,0.7380000000000005,1.774992394141078e-05,0.7380000000000005,1.802190699732277e-05,0.7380000000000005,1.831009461809332e-05,0.7380000000000005,1.861535527710378e-05,0.7380000000000005,1.893859919812056e-05,0.7380000000000005,1.928078006692945e-05
0.7560000000000006,9.721106547011262e-06,0.7560000000000006,9.826225044946661e-06,0.7560000000000006,9.938098800014013e-06,0.7560000000000006,1.005713968259535e-05,0.7560000000000006,1.018377852799844e-05,0.7560000000000006,1.03184664331067e-05,0.7560000000000006,1.04616760134117e-05,0.7560000000000006,1.061390256782868e-05,0.7560000000000006,1.07756650602805e-05,0.7560000000000006,1.094750705359948e-05,0.7560000000000006,1.112999796605775e-05,0.7560000000000006,1.132373460968704e-05,0.7560000000000006,1.152934268077148e-05,0.7560000000000006,1.174747831398617e-05,0.7560000000000006,1.19788294881179e-05,0.7560000000000006,1.222415440095771e-05,0.7560000000000006,1.248419109632518e-05,0.7560000000000006,1.275972071046579e-05,0.7560000000000006,1.305157345060471e-05,0.7560000000000006,1.33606194518361e-05,0.7560000000000006,1.368777036686198e-05
0.7740000000000006,6.404917925149553e-06,0.7740000000000006,6.505725693074509e-06,0.7740000000000006,6.613011705180434e-06,0.7740000000000006,6.727170936330779e-06,0.7740000000000006,6.84861654230512e-06,0.7740000000000006,6.977781101689213e-06,0.7740000000000006,7.115117828045274e-06,0.7740000000000006,7.261101726830088e-06,0.7740000000000006,7.416230603050539e-06,0.7740000000000006,7.581025925344511e-06,0.7740000000000006,7.756033877035757e-06,0.7740000000000006,7.941826780716981e-06,0.7740000000000006,8.139004600194979e-06,0.7740000000000006,8.348196331527571e-06,0.7740000000000006,8.570061545358483e-06,0.7740000000000006,8.805292797318175e-06,0.7740000000000006,9.054668576063656e-06,0.7740000000000006,9.318901410453766e-06,0.7740000000000006,9.598788464183338e-06,0.7740000000000006,9.895163880161582e-06,0.7740000000000006,1.020890182232033e-05
0.7920000000000006,4.363743707786356e-06,0.7920000000000006,4.460689401946994e-06,0.7920000000000006,4.563865172923005e-06,0.7920000000000006,4.673650860138413e-06,0.7920000000000006,4.790443782677113e-06,0.7920000000000006,4.914659929760621e-06,0.7920000000000006,5.046735129790051e-06,0.7920000000000006,5.187126187539133e-06,0.7920000000000006,5.336311919584782e-06,0.7920000000000006,5.494794010724121e-06,0.7920000000000006,5.66309789769959e-06,0.7920000000000006,5.841774017328554e-06,0.7920000000000006,6.031399291327923e-06,0.7920000000000006,6.232578537687076e-06,0.7920000000000006,6.445945800261678e-06,0.7920000000000006,6.672165969580497e-06,0.7920000000000006,6.911954120896951e-06,0.7920000000000006,7.166066467324329e-06,0.7920000000000006,7.435233665930867e-06,0.7920000000000006,7.720258130119343e-06,0.7920000000000006,8.021980161411899e-06
0.8100000000000006,3.100621765020735e-06,0.8100000000000006,3.194094652875548e-06,0.8100000000000006,3.293574473515897e-06,0.8100000000000006,3.399427458023754e-06,0.8100000000000006,3.512036686051315e-06,0.8100000000000006,3.631803231658935e-06,0.8100000000000006,3.759147288422403e-06,0.8100000000000006,3.894509282293441e-06,0.8100000000000006,4.038350920817561e-06,0.8100000000000006,4.191156082933902e-06,0.8100000000000006,4.35343160416553e-06,0.8100000000000006,4.525708315586256e-06,0.8100000000000006,4.708542448684882e-06,0.8100000000000006,4.902517079000666e-06,0.8100000000000006,5.108243453036444e-06,0.8100000000000006,5.326362534185145e-06,0.8100000000000006,5.557545760234755e-06,0.8100000000000006,5.802534828206534e-06,0.8100000000000006,6.062063271743168e-06,0.8100000000000006,6.336881493100481e-06,0.8100000000000006,6.627799487423609e-06
0.8280000000000006,2.313617274356702e-06,0.8280000000000006,2.403956476319637e-06,0.8280000000000006,2.500101265000729e-06,0.8280000000000006,2.602405592643437e-06,0.8280000000000006,2.711239691248717e-06,0.8280000000000006,2.826991177905429e-06,0.8280000000000006,2.95006613806657e-06,0.8280000000000006,3.080890208974107e-06,0.8280000000000006,3.219909631159507e-06,0.8280000000000006,3.367592180938874e-06,0.8280000000000006,3.52442793359961e-06,0.8280000000000006,3.690930111699591e-06,0.8280000000000006,3.867636331985633e-06,0.8280000000000006,4.055110057019882e-06,0.8280000000000006,4.253941959270374e-06,0.8280000000000006,4.464751193012874e-06,0.8280000000000006,4.688186956223702e-06,0.8280000000000006,4.92492961360513e-06,0.8280000000000006,5.175752742202346e-06,0.8280000000000006,5.441361494972974e-06,0.8280000000000006,5.722531052844636e-06
0.8460000000000006,1.818892679168404e-06,0.8460000000000006,1.906394855681918e-06,0.8460000000000006,1.999520340699635e-06,0.8460000000000006,2.098611970467707e-06,0.8460000000000006,2.204028347136482e-06,0.8460000000000006,2.316144905099444e-06,0.8460000000000006,2.435354959199869e-06,0.8460000000000006,2.56207075293677e-06,0.8460000000000006,2.696724501739577e-06,0.8460000000000006,2.839769361653324e-06,0.8460000000000006,2.991680224298796e-06,0.8460000000000006,3.152954442066356e-06,0.8460000000000006,3.324112860638555e-06,0.8460000000000006,3.50570121478053e-06,0.8460000000000006,3.698291542030413e-06,0.8460000000000006,3.902483469957128e-06,0.8460000000000006,4.118905469901816e-06,0.8460000000000006,4.348216491831767e-06,0.8460000000000006,4.591118855488316e-06,0.8460000000000006,4.848389978521409e-06,0.8460000000000006,5.120734047773562e-06
0.8640000000000007,1.504255880764734e-06,0.8640000000000007,1.589181619533915e-06,0.8640000000000007,1.679565137291797e-06,0.8640000000000007,1.775739176689287e-06,0.8640000000000007,1.878051778484603e-06,0.8640000000000007,1.986867315291846e-06,0.8640000000000007,2.102567504733206e-06,0.8640000000000007,2.225552425611322e-06,0.8640000000000007,2.356241542064378e-06,0.8640000000000007,2.495074692856662e-06,0.8640000000000007,2.642512943577603e-06,0.8640000000000007,2.799039272914092e-06,0.8640000000000007,2.965159393340352e-06,0.8640000000000007,3.141402999183111e-06,0.8640000000000007,3.328325209027488e-06,0.8640000000000007,3.526507904129106e-06,0.8640000000000007,3.736560966055466e-06,0.8640000000000007,3.959123543008883e-06,0.8640000000000007,4.194865909716817e-06,0.8640000000000007,4.444524983064634e-06,0.8640000000000007,4.708854508251959e-06
0.8820000000000007,1.301069643632572e-06,0.8820000000000007,1.383648771359289e-06,0.8820000000000007,1.471534921464145e-06,0.8820000000000007,1.565051643081049e-06,0.8820000000000007,1.664537358888932e-06,0.8820000000000007,1.770346367306183e-06,0.8820000000000007,1.882849824958388e-06,0.8820000000000007,2.002436731413747e-06,0.8820000000000007,2.129514928522542e-06,0.8820000000000007,2.264512094606496e-06,0.8820000000000007,2.407876651742783e-06,0.8820000000000007,2.560078483938559e-06,0.8820000000000007,2.721609609301721e-06,0.8820000000000007,2.892985205677915e-06,0.8820000000000007,3.074745011513744e-06,0.8820000000000007,3.267454732504382e-06,0.8820000000000007,3.471707308713497e-06,0.8820000000000007,3.688124132909429e-06,0.8820000000000007,3.917356361873979e-06,0.8820000000000007,4.160087460637059e-06,0.8820000000000007,4.417094456947927e-06
0.9,1.167232014916023e-06,0.9,1.247668025538021e-06,0.9,1.333273382317198e-06,0.9,1.424363238739429e-06,0.9,1.52126723376516e-06,0.9,1.624330466756265e-06,0.9,1.733914450600579e-06,0.9,1.850398067466551e-06,0.9,1.97417854150787e-06,0.9,2.105672423983918e-06,0.9,2.245316539660489e-06,0.9,2.393568773087526e-06,0.9,2.550908688751611e-06,0.9,2.717838321936226e-06,0.9,2.894883432082256e-06,0.9,3.082594955636294e-06,0.9,3.281550340437308e-06,0.9,3.492354765067332e-06,0.9,3.715642362821977e-06,0.9,3.952077965927946e-06,0.9,4.202354291171069e-06
